DATA_VALUE,ITEM_CODE1,ITEM_CODE2,ITEM_CODE3,ITEM_CODE4,ITEM_NAME1,ITEM_NAME2,ITEM_NAME3,ITEM_NAME4,STAT_CODE,STAT_NAME,TIME,UNIT_NAME,WGT
35889.7,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
4546,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
103453.8,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
380739.2,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
51008.5,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
431747.7,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
-153.5,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
-15402.2,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
35643.3,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
-20394.5,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
431594.2,10601,,,,국민처분가능소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
20487.4,1060110,,,,c.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
91197.8,1060120,,,,c.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
319909,1060130,,,,c.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1996,십억원,
250509.5,10101,,,,피용자보수,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
164831.5,10201,,,,기업 및 재산소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
44070.3,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
5705.1,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
115056.2,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
415341,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
56509.2,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
471850.2,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
883.7,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
-15591.5,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
36736.9,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
-20261.7,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
472733.9,10601,,,,국민처분가능소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
28478.8,1060110,,,,c.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
98951.1,1060120,,,,c.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
345304,1060130,,,,c.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1997,십억원,
239124.1,10101,,,,피용자보수,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
161949.9,10201,,,,기업 및 재산소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
22904.2,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
6578.6,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
132467,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
401073.9,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
49726.9,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
450800.8,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
4341.9,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
-17568.9,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
39162.4,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
-17251.6,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
455142.7,10601,,,,국민처분가능소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
5335.3,1060110,,,,c.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
95467.9,1060120,,,,c.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
354339.4,1060130,,,,c.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1998,십억원,
